date_raw,date_parts,date_str,date_dt
2025/06/21,"['2025', '06', '21']",2025-06-21,2025-06-21
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024/05/20,"['2024', '05', '20']",2024-05-20,2024-05-20
2025/10/26,"['2025', '10', '26']",2025-10-26,2025-10-26
2024/03,"['2024', '03']",2024-03,2024-03-01
2025-05-24,"['2025', '05', '24']",2025-05-24,2025-05-24
2026-02-01,"['2026', '02', '01']",2026-02-01,2026-02-01
2024.05.27,"['2024', '05', '27']",2024-05-27,2024-05-27
2025년11월12일,"['2025', '11', '12']",2025-11-12,2025-11-12
05/24/2024,"['05', '24', '2024']",05-24-2024,2024-05-24
2025년05월06일,"['2025', '05', '06']",2025-05-06,2025-05-06
20241005,['20241005'],20241005,2024-10-05
,,,
2025-09,"['2025', '09']",2025-09,2025-09-01
2024.04.15,"['2024', '04', '15']",2024-04-15,2024-04-15
2024-04-09,"['2024', '04', '09']",2024-04-09,2024-04-09
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024-12,"['2024', '12']",2024-12,2024-12-01
2026년04월27일,"['2026', '04', '27']",2026-04-27,2026-04-27
2024.06,"['2024', '06']",2024-06,2024-06-01
2026.04.12,"['2026', '04', '12']",2026-04-12,2026-04-12
03/31/2025,"['03', '31', '2025']",03-31-2025,2025-03-31
20251218,['20251218'],20251218,2025-12-18
20250913,['20250913'],20250913,2025-09-13
2024.07.29,"['2024', '07', '29']",2024-07-29,2024-07-29
2024-12-11,"['2024', '12', '11']",2024-12-11,2024-12-11
2025-07,"['2025', '07']",2025-07,2025-07-01
20250813,['20250813'],20250813,2025-08-13
2024-01-27,"['2024', '01', '27']",2024-01-27,2024-01-27
03/27/2026,"['03', '27', '2026']",03-27-2026,2026-03-27
2025.10,"['2025', '10']",2025-10,2025-10-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
20240911,['20240911'],20240911,2024-09-11
11/13/2025,"['11', '13', '2025']",11-13-2025,2025-11-13
2026/04,"['2026', '04']",2026-04,2026-04-01
2024년10월27일,"['2024', '10', '27']",2024-10-27,2024-10-27
20250723,['20250723'],20250723,2025-07-23
02/28/2024,"['02', '28', '2024']",02-28-2024,2024-02-28
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024/02,"['2024', '02']",2024-02,2024-02-01
2024-01-28,"['2024', '01', '28']",2024-01-28,2024-01-28
2025/09/02,"['2025', '09', '02']",2025-09-02,2025-09-02
2024/03/13,"['2024', '03', '13']",2024-03-13,2024-03-13
2024년06월10일,"['2024', '06', '10']",2024-06-10,2024-06-10
01/18/2026,"['01', '18', '2026']",01-18-2026,2026-01-18
2024/04/08,"['2024', '04', '08']",2024-04-08,2024-04-08
2025/04/11,"['2025', '04', '11']",2025-04-11,2025-04-11
2025.07.28,"['2025', '07', '28']",2025-07-28,2025-07-28
20251114,['20251114'],20251114,2025-11-14
2025/08/01,"['2025', '08', '01']",2025-08-01,2025-08-01
2025.10,"['2025', '10']",2025-10,2025-10-01
2026년03월22일,"['2026', '03', '22']",2026-03-22,2026-03-22
2025.07,"['2025', '07']",2025-07,2025-07-01
2025년10월27일,"['2025', '10', '27']",2025-10-27,2025-10-27
2024-12-15,"['2024', '12', '15']",2024-12-15,2024-12-15
2026년04월29일,"['2026', '04', '29']",2026-04-29,2026-04-29
2024년06월01일,"['2024', '06', '01']",2024-06-01,2024-06-01
2025/03,"['2025', '03']",2025-03,2025-03-01
2025-09,"['2025', '09']",2025-09,2025-09-01
20240630,['20240630'],20240630,2024-06-30
03/29/2025,"['03', '29', '2025']",03-29-2025,2025-03-29
2024.02.18,"['2024', '02', '18']",2024-02-18,2024-02-18
2024-11,"['2024', '11']",2024-11,2024-11-01
2024/01,"['2024', '01']",2024-01,2024-01-01
2024-09-27,"['2024', '09', '27']",2024-09-27,2024-09-27
11/29/2025,"['11', '29', '2025']",11-29-2025,2025-11-29
20260420,['20260420'],20260420,2026-04-20
20240825,['20240825'],20240825,2024-08-25
2025/10,"['2025', '10']",2025-10,2025-10-01
2024/05/27,"['2024', '05', '27']",2024-05-27,2024-05-27
2025/04/03,"['2025', '04', '03']",2025-04-03,2025-04-03
20250724,['20250724'],20250724,2025-07-24
2024년02월04일,"['2024', '02', '04']",2024-02-04,2024-02-04
20251003,['20251003'],20251003,2025-10-03
2025/01/24,"['2025', '01', '24']",2025-01-24,2025-01-24
2025년08월13일,"['2025', '08', '13']",2025-08-13,2025-08-13
2024-01,"['2024', '01']",2024-01,2024-01-01
20240705,['20240705'],20240705,2024-07-05
20240718,['20240718'],20240718,2024-07-18
2024/12,"['2024', '12']",2024-12,2024-12-01
2024.01,"['2024', '01']",2024-01,2024-01-01
20240502,['20240502'],20240502,2024-05-02
2024/08,"['2024', '08']",2024-08,2024-08-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
20250127,['20250127'],20250127,2025-01-27
2026-02,"['2026', '02']",2026-02,2026-02-01
2024.06.20,"['2024', '06', '20']",2024-06-20,2024-06-20
2025/09/21,"['2025', '09', '21']",2025-09-21,2025-09-21
2024/05/14,"['2024', '05', '14']",2024-05-14,2024-05-14
20250616,['20250616'],20250616,2025-06-16
2024.01.07,"['2024', '01', '07']",2024-01-07,2024-01-07
2024년05월09일,"['2024', '05', '09']",2024-05-09,2024-05-09
20240125,['20240125'],20240125,2024-01-25
2025.01.23,"['2025', '01', '23']",2025-01-23,2025-01-23
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024년06월07일,"['2024', '06', '07']",2024-06-07,2024-06-07
20240907,['20240907'],20240907,2024-09-07
2025-08,"['2025', '08']",2025-08,2025-08-01
2025/03/26,"['2025', '03', '26']",2025-03-26,2025-03-26
2025년06월15일,"['2025', '06', '15']",2025-06-15,2025-06-15
2024-02-08,"['2024', '02', '08']",2024-02-08,2024-02-08
20251014,['20251014'],20251014,2025-10-14
31/31/2026,"['31', '31', '2026']",31-31-2026,
05/04/2025,"['05', '04', '2025']",05-04-2025,2025-05-04
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024.04.17,"['2024', '04', '17']",2024-04-17,2024-04-17
2024-08-07,"['2024', '08', '07']",2024-08-07,2024-08-07
04/02/2024,"['04', '02', '2024']",04-02-2024,2024-04-02
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026-01,"['2026', '01']",2026-01,2026-01-01
2026.02.19,"['2026', '02', '19']",2026-02-19,2026-02-19
2024.03.02,"['2024', '03', '02']",2024-03-02,2024-03-02
2024-06-11,"['2024', '06', '11']",2024-06-11,2024-06-11
2024/11/11,"['2024', '11', '11']",2024-11-11,2024-11-11
,,,
20250309,['20250309'],20250309,2025-03-09
,,,
2025.02.14,"['2025', '02', '14']",2025-02-14,2025-02-14
2025-07-28,"['2025', '07', '28']",2025-07-28,2025-07-28
2025.12,"['2025', '12']",2025-12,2025-12-01
,,,
2026-13-40,"['2026', '13', '40']",2026-13-40,
2025년05월19일,"['2025', '05', '19']",2025-05-19,2025-05-19
2024-10-20,"['2024', '10', '20']",2024-10-20,2024-10-20
2024/01/16,"['2024', '01', '16']",2024-01-16,2024-01-16
2024-06-11,"['2024', '06', '11']",2024-06-11,2024-06-11
abcd,[],,
02/12/2025,"['02', '12', '2025']",02-12-2025,2025-02-12
20240112,['20240112'],20240112,2024-01-12
2026/02/21,"['2026', '02', '21']",2026-02-21,2026-02-21
2025-08,"['2025', '08']",2025-08,2025-08-01
20260407,['20260407'],20260407,2026-04-07
2025년07월13일,"['2025', '07', '13']",2025-07-13,2025-07-13
2024년12월30일,"['2024', '12', '30']",2024-12-30,2024-12-30
2024/09,"['2024', '09']",2024-09,2024-09-01
2024년06월16일,"['2024', '06', '16']",2024-06-16,2024-06-16
20250723,['20250723'],20250723,2025-07-23
07/16/2024,"['07', '16', '2024']",07-16-2024,2024-07-16
2025-10-07,"['2025', '10', '07']",2025-10-07,2025-10-07
2025/02,"['2025', '02']",2025-02,2025-02-01
2024/11/15,"['2024', '11', '15']",2024-11-15,2024-11-15
2025-01-25,"['2025', '01', '25']",2025-01-25,2025-01-25
2025.12.27,"['2025', '12', '27']",2025-12-27,2025-12-27
08/17/2025,"['08', '17', '2025']",08-17-2025,2025-08-17
04/19/2026,"['04', '19', '2026']",04-19-2026,2026-04-19
2026-04-04,"['2026', '04', '04']",2026-04-04,2026-04-04
2025-10,"['2025', '10']",2025-10,2025-10-01
04/30/2025,"['04', '30', '2025']",04-30-2025,2025-04-30
05/30/2025,"['05', '30', '2025']",05-30-2025,2025-05-30
2025.01,"['2025', '01']",2025-01,2025-01-01
2024년02월24일,"['2024', '02', '24']",2024-02-24,2024-02-24
2025.10.12,"['2025', '10', '12']",2025-10-12,2025-10-12
abcd,[],,
2026.01,"['2026', '01']",2026-01,2026-01-01
20250722,['20250722'],20250722,2025-07-22
2024-09-09,"['2024', '09', '09']",2024-09-09,2024-09-09
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025-03-13,"['2025', '03', '13']",2025-03-13,2025-03-13
2026-02,"['2026', '02']",2026-02,2026-02-01
2026-02-21,"['2026', '02', '21']",2026-02-21,2026-02-21
20250904,['20250904'],20250904,2025-09-04
2024/06/03,"['2024', '06', '03']",2024-06-03,2024-06-03
2024-05-04,"['2024', '05', '04']",2024-05-04,2024-05-04
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025년10월27일,"['2025', '10', '27']",2025-10-27,2025-10-27
2025-08,"['2025', '08']",2025-08,2025-08-01
2024-12-05,"['2024', '12', '05']",2024-12-05,2024-12-05
2025년12월21일,"['2025', '12', '21']",2025-12-21,2025-12-21
2025/03,"['2025', '03']",2025-03,2025-03-01
2025/06/16,"['2025', '06', '16']",2025-06-16,2025-06-16
2024.08.30,"['2024', '08', '30']",2024-08-30,2024-08-30
2024-01,"['2024', '01']",2024-01,2024-01-01
2024/07/08,"['2024', '07', '08']",2024-07-08,2024-07-08
2025-04-05,"['2025', '04', '05']",2025-04-05,2025-04-05
2025.06.01,"['2025', '06', '01']",2025-06-01,2025-06-01
2024/03,"['2024', '03']",2024-03,2024-03-01
abcd,[],,
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024-03-23,"['2024', '03', '23']",2024-03-23,2024-03-23
2024-11-17,"['2024', '11', '17']",2024-11-17,2024-11-17
2025년07월22일,"['2025', '07', '22']",2025-07-22,2025-07-22
20260410,['20260410'],20260410,2026-04-10
2026-03,"['2026', '03']",2026-03,2026-03-01
01/04/2026,"['01', '04', '2026']",01-04-2026,2026-01-04
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026/99/99,"['2026', '99', '99']",2026-99-99,
2025/02/01,"['2025', '02', '01']",2025-02-01,2025-02-01
2024-08,"['2024', '08']",2024-08,2024-08-01
2025-03-03,"['2025', '03', '03']",2025-03-03,2025-03-03
03/24/2025,"['03', '24', '2025']",03-24-2025,2025-03-24
2026/04/29,"['2026', '04', '29']",2026-04-29,2026-04-29
2024년02월02일,"['2024', '02', '02']",2024-02-02,2024-02-02
2026년02월07일,"['2026', '02', '07']",2026-02-07,2026-02-07
20260424,['20260424'],20260424,2026-04-24
10/22/2024,"['10', '22', '2024']",10-22-2024,2024-10-22
2024-12-22,"['2024', '12', '22']",2024-12-22,2024-12-22
2024년06월02일,"['2024', '06', '02']",2024-06-02,2024-06-02
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024.12,"['2024', '12']",2024-12,2024-12-01
2024년08월24일,"['2024', '08', '24']",2024-08-24,2024-08-24
2026-03,"['2026', '03']",2026-03,2026-03-01
2025/06/21,"['2025', '06', '21']",2025-06-21,2025-06-21
2026-01,"['2026', '01']",2026-01,2026-01-01
2026년04월07일,"['2026', '04', '07']",2026-04-07,2026-04-07
2026.02,"['2026', '02']",2026-02,2026-02-01
05/13/2025,"['05', '13', '2025']",05-13-2025,2025-05-13
2025년10월11일,"['2025', '10', '11']",2025-10-11,2025-10-11
2024.02.12,"['2024', '02', '12']",2024-02-12,2024-02-12
2025년09월01일,"['2025', '09', '01']",2025-09-01,2025-09-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
20260129,['20260129'],20260129,2026-01-29
2025-07,"['2025', '07']",2025-07,2025-07-01
03/02/2024,"['03', '02', '2024']",03-02-2024,2024-03-02
2026-02-30,"['2026', '02', '30']",2026-02-30,
2026-01,"['2026', '01']",2026-01,2026-01-01
2024년05월31일,"['2024', '05', '31']",2024-05-31,2024-05-31
2025-11-13,"['2025', '11', '13']",2025-11-13,2025-11-13
20250109,['20250109'],20250109,2025-01-09
12/30/2025,"['12', '30', '2025']",12-30-2025,2025-12-30
2024.10.14,"['2024', '10', '14']",2024-10-14,2024-10-14
2024/07,"['2024', '07']",2024-07,2024-07-01
2026/03/06,"['2026', '03', '06']",2026-03-06,2026-03-06
11/20/2024,"['11', '20', '2024']",11-20-2024,2024-11-20
2025/12/03,"['2025', '12', '03']",2025-12-03,2025-12-03
11/04/2025,"['11', '04', '2025']",11-04-2025,2025-11-04
2025.10.20,"['2025', '10', '20']",2025-10-20,2025-10-20
2025-04-24,"['2025', '04', '24']",2025-04-24,2025-04-24
20241129,['20241129'],20241129,2024-11-29
2026/99/99,"['2026', '99', '99']",2026-99-99,
2025-09,"['2025', '09']",2025-09,2025-09-01
2025-01,"['2025', '01']",2025-01,2025-01-01
2025년04월30일,"['2025', '04', '30']",2025-04-30,2025-04-30
abcd,[],,
,,,
2024/09,"['2024', '09']",2024-09,2024-09-01
02/11/2026,"['02', '11', '2026']",02-11-2026,2026-02-11
2026-04,"['2026', '04']",2026-04,2026-04-01
2024.01,"['2024', '01']",2024-01,2024-01-01
2025/11,"['2025', '11']",2025-11,2025-11-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025년08월29일,"['2025', '08', '29']",2025-08-29,2025-08-29
2025.10,"['2025', '10']",2025-10,2025-10-01
2025.06,"['2025', '06']",2025-06,2025-06-01
20250627,['20250627'],20250627,2025-06-27
31/31/2026,"['31', '31', '2026']",31-31-2026,
10/05/2024,"['10', '05', '2024']",10-05-2024,2024-10-05
2026/02,"['2026', '02']",2026-02,2026-02-01
2024-02-03,"['2024', '02', '03']",2024-02-03,2024-02-03
2025-10,"['2025', '10']",2025-10,2025-10-01
03/12/2025,"['03', '12', '2025']",03-12-2025,2025-03-12
12/04/2024,"['12', '04', '2024']",12-04-2024,2024-12-04
04/06/2025,"['04', '06', '2025']",04-06-2025,2025-04-06
2026.01,"['2026', '01']",2026-01,2026-01-01
2025-05-05,"['2025', '05', '05']",2025-05-05,2025-05-05
02/13/2024,"['02', '13', '2024']",02-13-2024,2024-02-13
2024/12/30,"['2024', '12', '30']",2024-12-30,2024-12-30
2025/03/16,"['2025', '03', '16']",2025-03-16,2025-03-16
2025-07,"['2025', '07']",2025-07,2025-07-01
2024.11,"['2024', '11']",2024-11,2024-11-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025/10/31,"['2025', '10', '31']",2025-10-31,2025-10-31
2024.06.16,"['2024', '06', '16']",2024-06-16,2024-06-16
2024-08-27,"['2024', '08', '27']",2024-08-27,2024-08-27
2025.03,"['2025', '03']",2025-03,2025-03-01
2024-08-03,"['2024', '08', '03']",2024-08-03,2024-08-03
2025/04/14,"['2025', '04', '14']",2025-04-14,2025-04-14
2026/01,"['2026', '01']",2026-01,2026-01-01
2026/99/99,"['2026', '99', '99']",2026-99-99,
,,,
2024.03.19,"['2024', '03', '19']",2024-03-19,2024-03-19
2024.02,"['2024', '02']",2024-02,2024-02-01
2024.06.25,"['2024', '06', '25']",2024-06-25,2024-06-25
11/24/2024,"['11', '24', '2024']",11-24-2024,2024-11-24
01/19/2024,"['01', '19', '2024']",01-19-2024,2024-01-19
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025.04,"['2025', '04']",2025-04,2025-04-01
2024.06.10,"['2024', '06', '10']",2024-06-10,2024-06-10
2026.01.07,"['2026', '01', '07']",2026-01-07,2026-01-07
2024/12/13,"['2024', '12', '13']",2024-12-13,2024-12-13
2024.06.30,"['2024', '06', '30']",2024-06-30,2024-06-30
2024-11-01,"['2024', '11', '01']",2024-11-01,2024-11-01
2025.05,"['2025', '05']",2025-05,2025-05-01
2024년05월12일,"['2024', '05', '12']",2024-05-12,2024-05-12
2024/08/10,"['2024', '08', '10']",2024-08-10,2024-08-10
2025년06월10일,"['2025', '06', '10']",2025-06-10,2025-06-10
20240717,['20240717'],20240717,2024-07-17
2025.12.06,"['2025', '12', '06']",2025-12-06,2025-12-06
2024.08.20,"['2024', '08', '20']",2024-08-20,2024-08-20
20251008,['20251008'],20251008,2025-10-08
20251110,['20251110'],20251110,2025-11-10
2025-12-26,"['2025', '12', '26']",2025-12-26,2025-12-26
2025.09.28,"['2025', '09', '28']",2025-09-28,2025-09-28
2025.05.24,"['2025', '05', '24']",2025-05-24,2025-05-24
07/28/2024,"['07', '28', '2024']",07-28-2024,2024-07-28
2024/05,"['2024', '05']",2024-05,2024-05-01
09/24/2025,"['09', '24', '2025']",09-24-2025,2025-09-24
20250703,['20250703'],20250703,2025-07-03
2024-05-01,"['2024', '05', '01']",2024-05-01,2024-05-01
2024-08-14,"['2024', '08', '14']",2024-08-14,2024-08-14
2024-08-30,"['2024', '08', '30']",2024-08-30,2024-08-30
2026-03,"['2026', '03']",2026-03,2026-03-01
2025.05,"['2025', '05']",2025-05,2025-05-01
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024/02,"['2024', '02']",2024-02,2024-02-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024/06/23,"['2024', '06', '23']",2024-06-23,2024-06-23
2025-09-02,"['2025', '09', '02']",2025-09-02,2025-09-02
03/01/2026,"['03', '01', '2026']",03-01-2026,2026-03-01
20240428,['20240428'],20240428,2024-04-28
2025년04월27일,"['2025', '04', '27']",2025-04-27,2025-04-27
2025.12,"['2025', '12']",2025-12,2025-12-01
2024년03월11일,"['2024', '03', '11']",2024-03-11,2024-03-11
2025년05월01일,"['2025', '05', '01']",2025-05-01,2025-05-01
20260314,['20260314'],20260314,2026-03-14
2025/08,"['2025', '08']",2025-08,2025-08-01
,,,
2025-12,"['2025', '12']",2025-12,2025-12-01
20240623,['20240623'],20240623,2024-06-23
2026-02-30,"['2026', '02', '30']",2026-02-30,
03/19/2026,"['03', '19', '2026']",03-19-2026,2026-03-19
2026/02,"['2026', '02']",2026-02,2026-02-01
2026.01.07,"['2026', '01', '07']",2026-01-07,2026-01-07
2025-07-05,"['2025', '07', '05']",2025-07-05,2025-07-05
2025.06.29,"['2025', '06', '29']",2025-06-29,2025-06-29
20260426,['20260426'],20260426,2026-04-26
2024.05,"['2024', '05']",2024-05,2024-05-01
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024/04/28,"['2024', '04', '28']",2024-04-28,2024-04-28
2026/02,"['2026', '02']",2026-02,2026-02-01
2025.12,"['2025', '12']",2025-12,2025-12-01
2024-05-07,"['2024', '05', '07']",2024-05-07,2024-05-07
09/22/2024,"['09', '22', '2024']",09-22-2024,2024-09-22
02/20/2026,"['02', '20', '2026']",02-20-2026,2026-02-20
2024년09월29일,"['2024', '09', '29']",2024-09-29,2024-09-29
20250827,['20250827'],20250827,2025-08-27
2026/99/99,"['2026', '99', '99']",2026-99-99,
12/23/2024,"['12', '23', '2024']",12-23-2024,2024-12-23
2024/10/13,"['2024', '10', '13']",2024-10-13,2024-10-13
09/22/2025,"['09', '22', '2025']",09-22-2025,2025-09-22
2024.03,"['2024', '03']",2024-03,2024-03-01
2025/06,"['2025', '06']",2025-06,2025-06-01
2026-03-08,"['2026', '03', '08']",2026-03-08,2026-03-08
2025-09,"['2025', '09']",2025-09,2025-09-01
2024.06.24,"['2024', '06', '24']",2024-06-24,2024-06-24
12/27/2025,"['12', '27', '2025']",12-27-2025,2025-12-27
2024/09,"['2024', '09']",2024-09,2024-09-01
08/24/2025,"['08', '24', '2025']",08-24-2025,2025-08-24
2025-03,"['2025', '03']",2025-03,2025-03-01
20250102,['20250102'],20250102,2025-01-02
02/14/2026,"['02', '14', '2026']",02-14-2026,2026-02-14
2024.11,"['2024', '11']",2024-11,2024-11-01
2024/02,"['2024', '02']",2024-02,2024-02-01
20240817,['20240817'],20240817,2024-08-17
2024년01월02일,"['2024', '01', '02']",2024-01-02,2024-01-02
2025/08/08,"['2025', '08', '08']",2025-08-08,2025-08-08
20250412,['20250412'],20250412,2025-04-12
2024/09,"['2024', '09']",2024-09,2024-09-01
20251109,['20251109'],20251109,2025-11-09
2026년02월19일,"['2026', '02', '19']",2026-02-19,2026-02-19
2024/02/24,"['2024', '02', '24']",2024-02-24,2024-02-24
02/24/2026,"['02', '24', '2026']",02-24-2026,2026-02-24
2025년01월02일,"['2025', '01', '02']",2025-01-02,2025-01-02
20260301,['20260301'],20260301,2026-03-01
2024-02-02,"['2024', '02', '02']",2024-02-02,2024-02-02
2026-02-30,"['2026', '02', '30']",2026-02-30,
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024.11.08,"['2024', '11', '08']",2024-11-08,2024-11-08
2026년01월31일,"['2026', '01', '31']",2026-01-31,2026-01-31
2024.05,"['2024', '05']",2024-05,2024-05-01
2024.03,"['2024', '03']",2024-03,2024-03-01
2024/02,"['2024', '02']",2024-02,2024-02-01
2025/03,"['2025', '03']",2025-03,2025-03-01
10/10/2024,"['10', '10', '2024']",10-10-2024,2024-10-10
08/27/2024,"['08', '27', '2024']",08-27-2024,2024-08-27
2024-09-22,"['2024', '09', '22']",2024-09-22,2024-09-22
2025-02-15,"['2025', '02', '15']",2025-02-15,2025-02-15
2026-02-30,"['2026', '02', '30']",2026-02-30,
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026/02,"['2026', '02']",2026-02,2026-02-01
2025.10,"['2025', '10']",2025-10,2025-10-01
2025.11,"['2025', '11']",2025-11,2025-11-01
2025/06/08,"['2025', '06', '08']",2025-06-08,2025-06-08
2025-05,"['2025', '05']",2025-05,2025-05-01
2025-07,"['2025', '07']",2025-07,2025-07-01
2024/05,"['2024', '05']",2024-05,2024-05-01
2025/12/07,"['2025', '12', '07']",2025-12-07,2025-12-07
2024년08월10일,"['2024', '08', '10']",2024-08-10,2024-08-10
2025/05/30,"['2025', '05', '30']",2025-05-30,2025-05-30
2024/03,"['2024', '03']",2024-03,2024-03-01
2024-04-05,"['2024', '04', '05']",2024-04-05,2024-04-05
2025-07,"['2025', '07']",2025-07,2025-07-01
2024.09.22,"['2024', '09', '22']",2024-09-22,2024-09-22
2025.04.24,"['2025', '04', '24']",2025-04-24,2025-04-24
2026-01-10,"['2026', '01', '10']",2026-01-10,2026-01-10
2024.06.14,"['2024', '06', '14']",2024-06-14,2024-06-14
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025/06,"['2025', '06']",2025-06,2025-06-01
2026-03,"['2026', '03']",2026-03,2026-03-01
03/15/2025,"['03', '15', '2025']",03-15-2025,2025-03-15
2025/03/22,"['2025', '03', '22']",2025-03-22,2025-03-22
2026-13-40,"['2026', '13', '40']",2026-13-40,
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026.04.05,"['2026', '04', '05']",2026-04-05,2026-04-05
2024.03,"['2024', '03']",2024-03,2024-03-01
,,,
20240904,['20240904'],20240904,2024-09-04
2025년09월11일,"['2025', '09', '11']",2025-09-11,2025-09-11
2025/07,"['2025', '07']",2025-07,2025-07-01
2025-10,"['2025', '10']",2025-10,2025-10-01
2025/11/12,"['2025', '11', '12']",2025-11-12,2025-11-12
2024년02월05일,"['2024', '02', '05']",2024-02-05,2024-02-05
2024/03/01,"['2024', '03', '01']",2024-03-01,2024-03-01
2026년03월05일,"['2026', '03', '05']",2026-03-05,2026-03-05
03/18/2026,"['03', '18', '2026']",03-18-2026,2026-03-18
2025/05,"['2025', '05']",2025-05,2025-05-01
2025-04,"['2025', '04']",2025-04,2025-04-01
20251114,['20251114'],20251114,2025-11-14
2024.11.18,"['2024', '11', '18']",2024-11-18,2024-11-18
2024년11월02일,"['2024', '11', '02']",2024-11-02,2024-11-02
20250528,['20250528'],20250528,2025-05-28
2025.03,"['2025', '03']",2025-03,2025-03-01
07/09/2025,"['07', '09', '2025']",07-09-2025,2025-07-09
2025.05.04,"['2025', '05', '04']",2025-05-04,2025-05-04
2025.02.05,"['2025', '02', '05']",2025-02-05,2025-02-05
2025년02월25일,"['2025', '02', '25']",2025-02-25,2025-02-25
2025/11,"['2025', '11']",2025-11,2025-11-01
05/03/2025,"['05', '03', '2025']",05-03-2025,2025-05-03
2025/04/19,"['2025', '04', '19']",2025-04-19,2025-04-19
2024/04,"['2024', '04']",2024-04,2024-04-01
2025.04.19,"['2025', '04', '19']",2025-04-19,2025-04-19
03/22/2026,"['03', '22', '2026']",03-22-2026,2026-03-22
2025/11,"['2025', '11']",2025-11,2025-11-01
2024/12/14,"['2024', '12', '14']",2024-12-14,2024-12-14
09/30/2024,"['09', '30', '2024']",09-30-2024,2024-09-30
20260302,['20260302'],20260302,2026-03-02
2024-01,"['2024', '01']",2024-01,2024-01-01
20250503,['20250503'],20250503,2025-05-03
2025/02,"['2025', '02']",2025-02,2025-02-01
2024/10/31,"['2024', '10', '31']",2024-10-31,2024-10-31
2024년10월24일,"['2024', '10', '24']",2024-10-24,2024-10-24
2024/01,"['2024', '01']",2024-01,2024-01-01
2025/06,"['2025', '06']",2025-06,2025-06-01
2024-11,"['2024', '11']",2024-11,2024-11-01
2025-03-29,"['2025', '03', '29']",2025-03-29,2025-03-29
2026.04.09,"['2026', '04', '09']",2026-04-09,2026-04-09
20240107,['20240107'],20240107,2024-01-07
2024-11-05,"['2024', '11', '05']",2024-11-05,2024-11-05
20250913,['20250913'],20250913,2025-09-13
20250427,['20250427'],20250427,2025-04-27
2024.09.15,"['2024', '09', '15']",2024-09-15,2024-09-15
2024/06,"['2024', '06']",2024-06,2024-06-01
2025.06.25,"['2025', '06', '25']",2025-06-25,2025-06-25
2025.04.13,"['2025', '04', '13']",2025-04-13,2025-04-13
2025/04,"['2025', '04']",2025-04,2025-04-01
2024-08,"['2024', '08']",2024-08,2024-08-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
,,,
2024년10월27일,"['2024', '10', '27']",2024-10-27,2024-10-27
2024/09,"['2024', '09']",2024-09,2024-09-01
2024.07.21,"['2024', '07', '21']",2024-07-21,2024-07-21
02/21/2024,"['02', '21', '2024']",02-21-2024,2024-02-21
2025/08,"['2025', '08']",2025-08,2025-08-01
2025.12,"['2025', '12']",2025-12,2025-12-01
04/06/2026,"['04', '06', '2026']",04-06-2026,2026-04-06
10/23/2024,"['10', '23', '2024']",10-23-2024,2024-10-23
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026.01.30,"['2026', '01', '30']",2026-01-30,2026-01-30
2025/03,"['2025', '03']",2025-03,2025-03-01
2024/01/05,"['2024', '01', '05']",2024-01-05,2024-01-05
03/25/2026,"['03', '25', '2026']",03-25-2026,2026-03-25
2024.07.20,"['2024', '07', '20']",2024-07-20,2024-07-20
2024.08,"['2024', '08']",2024-08,2024-08-01
2024년05월11일,"['2024', '05', '11']",2024-05-11,2024-05-11
20240204,['20240204'],20240204,2024-02-04
07/16/2024,"['07', '16', '2024']",07-16-2024,2024-07-16
2025/09,"['2025', '09']",2025-09,2025-09-01
20240430,['20240430'],20240430,2024-04-30
2025/01,"['2025', '01']",2025-01,2025-01-01
2025-07-07,"['2025', '07', '07']",2025-07-07,2025-07-07
2024년05월15일,"['2024', '05', '15']",2024-05-15,2024-05-15
20250911,['20250911'],20250911,2025-09-11
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025년02월12일,"['2025', '02', '12']",2025-02-12,2025-02-12
2025-11-25,"['2025', '11', '25']",2025-11-25,2025-11-25
03/06/2024,"['03', '06', '2024']",03-06-2024,2024-03-06
2025/12,"['2025', '12']",2025-12,2025-12-01
