date,type,category,amount,content
2025-07,,netflix,11천원,친구 만남 확인필요
03/02/2024,spend,groceries, 51 ,카페 memo
2026-02-30,buy, coffee ,214원,출장
2026-01,수 익, shop ,132만 원,게임 결제 현금
2024년05월31일, Expense ,gas123,-87원,마트 장보기
2025-11-13,bonus,mall,무료,
20250109,expense,congrats,187천원,게임 결제 환불건
12/30/2025,지출,utility,220000,병원 확인필요
2024.10.14,payback,restaurant,-,마트 장보기
2024/07,지출,internet,115000,월세
2026/03/06,allowance,HOTEL, 68 ,교통비
11/20/2024,income,Salary,약 27만,not_available
2025/12/03,지출,BOOK,115원,교통비 memo
11/04/2025,buy,fuel123,167.7,
2025.10.20,expense,bonus,57.7,병원 확인필요
2025-04-24,income,dinner,239만 원,
20241129,expense,bakery,33원,출장 확인필요
2026/99/99,입금,meal, 161 ,저녁
2025-09,refund,Salary,약 만원,게임 결제 memo
2025-01,payment, course ,209천원,교통비 urgent
2025년04월30일,payment, pay ,9천원,
abcd,refund,salary,213.6,
not_available, Income ,vacation!!,174만 원,게임 결제 urgent
2024/09,지출, shop ,247000,교통비
02/11/2026,refund, birthday gift ,176만 원,기념일
2026-04,income,study, 219 ,게임 결제
2024.01,payment,rent,4.1,병원 카드
2025/11,용돈,salary,122원,교통비 memo
2026-02-30, Income ,congrats,약 146만,
2025년08월29일,used,SHOP,208원,교통비
2025.10, Income ,meal,111.9,월세
2025.06,refund,SALARY,198000,점심 memo
20250627,출금,tour,176만 원,출장 현금
31/31/2026,salary,train,12원,점심 환불건
10/05/2024,used,ELECTRICITY,??,병원 urgent
2026/02,spend,fuel,23천원,수업 urgent
2024-02-03,payback,bakery,약 99만,월세
2025-10,allowance,cafe,185원,교통비 확인필요
03/12/2025, Income ,cat snack,144.5,마트 장보기 확인필요
12/04/2024,spend,water bill,79만 원,카페 urgent
04/06/2025,salary,rent, 169 ,여행 준비 확인필요
2026.01,payment, cat snack ,248원,환불
2025-05-05,spend,catsnack,201천원,환불
02/13/2024,allowance, movie ,146원,
2024/12/30, Income ,flight,92만 원,여행 준비
2025/03/16,수 익,lunch,49000,친구 만남 #2
2025-07,bonus,coffee,-172원,
2024.11,salary,GIFT, 116 ,병원
31/31/2026,expnse,present,193만 원,
2025/10/31,used,Shopping,10000,카페 memo
2024.06.16,spend,shop,-224원,환불
2024-08-27,refund,bus!!,59원,월세
2025.03,income,Salary,-89원,저녁 urgent
2024-08-03,refund,cat snack,8000,환불
2025/04/14,incomee, gift ,246원,기념일 환불건
2026/01,other,fuel,213.7,월급 urgent
2026/99/99,payment,Salary,38000,환불 현금
,지출,, 130 ,카페 환불건
2024.03.19, Income ,Food,11000,수업
2024.02,income, lecture ,3천원쯤,교통비
2024.06.25,용돈,utility!!,42원,월급
11/24/2024,출금,course,12..3,마트 장보기 urgent
01/19/2024,used,TRAIN,206원,병원 memo
31/31/2026,payment,netflix123,47천원,여행 준비 #7
2025.04,buy,SHOP,"1,2,3",환불 memo
2024.06.10, Expense ,flight!!,82000,카페 #7
2026.01.07,buy,UTILITY, 86 ,not_available
2024/12/13, Income ,TRANSPORT,219.2,
2024.06.30,refund,water bill, 29 ,수업 환불건
2024-11-01,입금,online shopping,십만원,점심 확인필요
2025.05,used,clothes,164천원,마트 장보기 현금
2024년05월12일,refund,dessert,50000,마트 장보기 현금
2024/08/10,용돈, pet ,115원,온라인 주문
2025년06월10일,수입,dessert,??,기념일
20240717, Income ,gift,63.3,not_available
2025.12.06,incomee,lecture,abc123,교통비 확인필요
2024.08.20,payment,vet,53000,친구 만남 memo
20251008,incomee,game,"1,2,3",월급
20251110,payment, dog food , 131 ,월세 카드
2025-12-26,용돈,food,-95원,월급 #5
2025.09.28,used,medical,약 91만,카페 urgent
2025.05.24,expense,study,211천원,기념일
07/28/2024,buy,starbucks,-3원,점심 urgent
2024/05,spend,income bonus,144원,게임 결제 카드
09/24/2025, Income ,lecture,29천원,여행 준비 확인필요
20250703,allowance,transport123,203만 원,병원 memo
2024-05-01,refund,medical,231원,온라인 주문 카드
2024-08-14,payment,pharmacy,139만 원,온라인 주문 카드
2024-08-30,용돈,HOSPITAL,-,병원 현금
2026-03,expense,,197만 원,마트 장보기 환불건
2025.05,unknown,fuel,206원,수업
2026/99/99,other,utility,101천원,병원
2024/02,refund,fashion,239천원,교통비 현금
2026-13-40,salary,lunch,100000,기념일 현금
2024/06/23,payment,shopping,??,출장
2025-09-02,bonus,present,약 18만,환불 환불건
03/01/2026,payment,train,84원,기념일 memo
20240428,payback,SALARY,136.0,온라인 주문 환불건
2025년04월27일,payment,starbucks,191.4,월세 memo
2025.12,salary,DOG FOOD,131만 원,출장
2024년03월11일,수입,study,130만 원,친구 만남
2025년05월01일,수입,Shopping,178000,여행 준비 환불건
20260314,수입,dinner,75000,게임 결제 확인필요
2025/08, Expense ,course,155만 원,수업 memo
,expense,food,123000,
2025-12, Income ,monthly pay, 44 ,마트 장보기 현금
20240623,other,concert,194만 원,저녁
2026-02-30, Expense ,internet,233.1,마트 장보기 memo
03/19/2026,payment,trip,134원,점심 카드
2026/02, Expense ,dog food,214만 원,점심 현금
2026.01.07,used,dinner,약 109만,기념일 memo
2025-07-05,used,pharmacy,-6원,친구 만남 #1
2025.06.29,used,congrats,110원,
20260426, Expense ,shopping,183천원,게임 결제 확인필요
2024.05,payback,gas,-62원,
2026/99/99,출금,congrats,167000,게임 결제 memo
2024/04/28,bonus,BIRTHDAY GIFT,131.7,교통비 현금
2026/02,payback,utility,66000,친구 만남
2025.12,other,latte,236000,not_available
2024-05-07,수입,bakery,??,환불
09/22/2024,payment,trip,-148원,점심
02/20/2026,수 익,clothes, 220 ,월세 환불건
2024년09월29일,allowance,pet,-215원,저녁 urgent
20250827, Expense ,bakery,247만 원,마트 장보기 환불건
2026/99/99,income,bus,-132원,교통비
12/23/2024,expense,clinic,22만 원,월세
2024/10/13,용돈,,41000,친구 만남 현금
09/22/2025,refund,MART,143천원,수업
2024.03,buy,lunch,173000,저녁 #1
2025/06,allowance, salary , 178 ,
2026-03-08,payback,study,35원,점심 memo
2025-09, Income ,latte,4원,친구 만남
2024.06.24,bonus,INCOME BONUS,227원,월급 urgent
12/27/2025, Expense ,clinic,18천원,
2024/09,refund,water bill,34000,점심 memo
08/24/2025,buy,pharmacy,205.2,not_available
2025-03,bonus,NETFLIX,210000,환불 memo
20250102,allowance,Food,12..3,교통비 카드
02/14/2026,출금,gas, 132 ,저녁 카드
2024.11,수입,hobby,29만 원,환불 확인필요
2024/02,payment,present,59000,월세 카드
20240817,salary,cafe,-52원,환불 memo
2024년01월02일,expense,restaurant,-75원,월급
2025/08/08, Income ,food,24천원,카페 환불건
20250412,수 익,pet,188000,친구 만남 확인필요
2024/09,income,uber,31.3,월급
20251109,spend, starbucks ,약 만원,점심 memo
2026년02월19일,allowance,fashion,65000,병원 환불건
2024/02/24,refund,gift,139.8,카페 환불건
02/24/2026,??,GAME,228원,환불 #8
2025년01월02일,refund,tuition,십만원,
20260301,수 익,hospital,161원,점심 확인필요
2024-02-02,buy,fashion,??,월세
2026-02-30,??,lecture,110원,
2026/99/99,expnse,monthly pay,약 58만,온라인 주문 확인필요
2024.11.08,used,starbucks,28만 원,not_available
2026년01월31일,other,starbucks!!,108원,교통비
2024.05,buy,restaurant,208천원,병원
2024.03,출금,hobby,160000,교통비 #1
2024/02,unknown,internet,250원,출장
2025/03, Expense ,fashion,193000,교통비 확인필요
10/10/2024, Expense ,medical,21만 원,not_available
08/27/2024,입금,dog food,71만 원,not_available
2024-09-22, Income , clinic ,95000,교통비
2025-02-15,수입,trip,약 만원,저녁
2026-02-30,입금,vacation,13원,not_available
2026/99/99,,book,26만 원,수업
2026/02,buy,internet,185만 원,
2025.10,지출,HOSPITAL,88000,점심
2025.11,expense,flight,무료,월급
2025/06/08,used,course,-226원,게임 결제
2025-05,expense,income bonus,2000,not_available
2025-07,used,PET,172.3,병원
2024/05,출금,flight,67천원,월세
2025/12/07,payback,Cafe,215천원,친구 만남 환불건
2024년08월10일,수입,tuition,178원,환불 카드
2025/05/30,income,snack,209원,not_available
2024/03,지출,vet,204000,여행 준비 urgent
2024-04-05, Income ,electricity,40천원,수업 memo
2025-07, Income ,travel,-85원,게임 결제
2024.09.22,income,vet,5원,기념일 확인필요
2025.04.24, Income ,groceries!!,119원,게임 결제 #9
2026-01-10,용돈,cafe,-76원,여행 준비
2024.06.14,allowance,Salary,-133원,수업
2026-02-30,payment,meal,약 141만,환불 현금
2025/06,used,monthly pay,133.8,카페
2026-03,spend,travel,-155원,친구 만남 현금
03/15/2025,지출,congrats,abc123,게임 결제 memo
2025/03/22,expense,vacation123,123000,월세
2026-13-40,refund,Food,167.6,월급
2026/99/99,수입,online shopping,142000,수업 #1
2026.04.05,refund, pet ,69000,친구 만남 확인필요
2024.03,expense,medical,200원,not_available
,refund,Salary123,148000,교통비 환불건
20240904,bonus,medical,16원,여행 준비 현금
2025년09월11일,refund,game,3천원쯤,기념일 urgent
2025/07,allowance,netflix,117.8,출장 urgent
2025-10,income,gas,abc123,점심
2025/11/12,buy, coffee ,-199원,저녁 urgent
2024년02월05일,refund,coffee!!,??,환불 memo
2024/03/01,payment,water bill,9000,마트 장보기 현금
2026년03월05일,refund,dessert,34원,카페
03/18/2026, Expense ,transport,154천원,환불
2025/05,용돈,,not_available,온라인 주문 현금
2025-04, Expense ,dessert,26천원,수업 환불건
20251114,출금, FOOD ,109원,점심 카드
2024.11.18,bonus,Food,85000,환불 현금
2024년11월02일,expense,pay,36000,온라인 주문
20250528,salary,congrats,29만 원,마트 장보기 환불건
2025.03,payment,course,111000,저녁 memo
07/09/2025,other,train, 92 ,교통비 확인필요
2025.05.04,refund,uber,-150원,여행 준비
2025.02.05,buy,shopping, 91 ,교통비 환불건
2025년02월25일,spend,hospital,42000,교통비
2025/11,용돈,PAY,229000,기념일 #7
05/03/2025,expense,PET,148000,교통비
2025/04/19,입금,travel,약 6만,저녁 확인필요
2024/04,expense,Salary, 135 ,not_available
2025.04.19,allowance,flight,173원,수업
03/22/2026, Income ,utility,100000,출장
2025/11,used,medical,65만 원,온라인 주문
2024/12/14,used,groceries,45000,마트 장보기 #9
09/30/2024,용돈,clothes,51만 원,점심 memo
20260302,bonus,trip, 72 ,온라인 주문
2024-01,payback,mart,24천원,점심 현금
20250503,allowance,monthly pay,76000,온라인 주문 #5
2025/02,용돈,electricity123,120원,병원
2024/10/31,expense,study,148.0,저녁 카드
2024년10월24일,allowance,meal,235천원,병원 환불건
2024/01, Expense , coffee ,228.9,점심 환불건
2025/06,수입,pet,147천원,게임 결제
2024-11,spend,Cafe,약 만원,친구 만남 확인필요
2025-03-29,bonus,Food,약 239만,not_available
2026.04.09, Expense ,subway, 108 ,카페
20240107,spend,dessert, 53 ,카페 #2
2024-11-05,payback,vet,154원,월세
20250913,salary,uber, 14 ,친구 만남 카드
20250427,expense,,30000,저녁 확인필요
2024.09.15,expnse,shopping,12원,
2024/06,expense,MEAL,9만 원,친구 만남
2025.06.25,출금,congrats,-84원,
2025.04.13,지출,study,"1,2,3",월급
2025/04,income,subway,31천원,수업 urgent
2024-08,출금,starbucks,211.0,
2026-02-30,refund,congrats!!,150원,월세 #6
,수 익,TOUR,-167원,
2024년10월27일,refund,rent,196천원,월세 urgent
2024/09,spend, dog food ,146천원,온라인 주문 확인필요
2024.07.21,income,flight,136천원,마트 장보기
02/21/2024,수입,dessert,99천원,
2025/08,payback,subway,약 203만,게임 결제 카드
2025.12,buy,FLIGHT,66만 원,
04/06/2026,payment,coffee,약 40만,not_available
10/23/2024,용돈,lecture,-245원,저녁 현금
2026/99/99,bonus,fuel,216만 원,수업 확인필요
2026.01.30,income,PRESENT,-87원,
2025/03, Expense , fashion ,약 241만,저녁 확인필요
2024/01/05,지출,groceries,240만 원,환불
03/25/2026, Expense ,utility, 124 ,점심 환불건
2024.07.20,payback,salary,약 46만,친구 만남 카드
2024.08,salary,,141만 원,점심 카드
2024년05월11일, Income ,medical,3천원쯤,
20240204,지출,present,138만 원,
07/16/2024, Income ,shopping, 21 ,월세 urgent
2025/09,payment,SNACK,122원,점심 memo
20240430,income,lecture,39원,not_available
2025/01,expense,fashion, 249 ,
2025-07-07,payback, congrats , 73 ,출장 memo
2024년05월15일,bonus,bonus123,12..3,수업
20250911,expense,Food,-139원,마트 장보기
2026-02-30,buy, movie ,142000,
2025년02월12일, Income ,EVENT GIFT, 205 ,여행 준비 현금
2025-11-25,spend,online shopping,203원,환불
03/06/2024, Income ,cat snack,108.7,환불
2025/12,other, FOOD ,12..3,게임 결제 환불건
abcd,expense,travel,"1,2,3",기념일
2025/10/18,출금,eatout,221000,
2024-06-17,payment, latte ,87원,기념일 현금
2024.04.24,unknown,birthday gift,248천원,마트 장보기 urgent
2025.10.07,salary,cat snack,58만 원,not_available
20260105,지출,,-73원,교통비
2025.09,allowance, dessert ,36000,마트 장보기
2025-02-19,payback,pharmacy,-,친구 만남 #8
2025/10/12, Expense ,dinner,96원,카페 urgent
2024-09-28,spend, utility ,약 178만,여행 준비
2026/01/22,출금,congrats,55천원,카페 memo
05/21/2025,used,dinner,??,게임 결제
2024-09-07, Expense ,cafe,62000,게임 결제
02/18/2025,refund,tuition123,약 102만,교통비
2024.08.30,수입, book ,6만 원,친구 만남 현금
2026.02.18,spend,mart,135원,게임 결제 memo
12/02/2024,buy,medical,156만 원,월급
02/06/2025,??,dessert,39.7,출장 확인필요
2025-06-02,,movie,54만 원,
2024-02,buy, hotel ,-187원,마트 장보기
2024-10-03,출금,hotel,108원,not_available
2026.04.30,income,Salary,92만 원,온라인 주문
04/03/2025,용돈,Cafe, 151 ,온라인 주문 urgent
20251224,지출,pharmacy,54원,마트 장보기
08/15/2024, Expense ,Cafe,85만 원,온라인 주문
2024.07,buy,starbucks,212.2,게임 결제 카드
2025.06.22,??,FUEL,249.1,not_available
2026년01월18일,spend,fashion,148만 원,병원 memo
2025.12,출금,birthday gift123,3천원쯤,출장
,refund, pay ,-,월세 확인필요
2024.12,출금,hotel,248원,점심 확인필요
20241211,출금,tuition,107천원,교통비 urgent
20260227,used,clinic,52만 원,점심 #9
2026.04, Expense ,dessert,-77원,수업
2026-02-30,income,birthday gift!!,199.1,점심
2025.05,used,clothes,29000,점심 memo
2025년04월20일,allowance,concert,4만 원,카페
20250821,allowance,birthday gift123,-224원,
2024-04,수 익,tuition,223원,저녁
2025.03,출금,train,십만원,
01/25/2026,expnse,COFFEE,186원,병원 urgent
2025.03.06,bonus,salary,141천원,월세 환불건
2025년06월12일,용돈,snack, 55 ,기념일 카드
2026/03/28,buy,dessert,145000,점심
2025.04.16,용돈,transport,59천원,수업 urgent
20260101,used,uber,149000,월세 환불건
20240726,수입,gift,119만 원,게임 결제 카드
20250113,incomee,game,130000,점심
2025/02/12,입금,  FOOD  ,171만 원,친구 만남 카드
,출금,clinic,abc123,
2026-01-02,expense,coffee,143원,카페 카드
03/23/2025,used,TUITION,118만 원,카페 memo
2025-04-01,used, FOOD ,226000,저녁 환불건
2024-02, Income ,taxi,72000,출장
2024.11,expnse,clinic,204000,
2025/03/30,allowance,pet,113.7,환불 urgent
10/04/2025,수입,pay,-235원,수업
2026-13-40,수 익,bakery,31000,교통비 환불건
2025/06,incomee,clinic,12..3,마트 장보기 #3
2024/11/03,payback,online shopping,205천원,마트 장보기 확인필요
12/27/2025, Income ,birthday gift,약 22만,월급
2024-12-10,??,gift,-166원,카페 urgent
2025-01-30,spend,study,약 189만,환불 확인필요
2025년10월14일,incomee,study,약 249만,
2025/08,buy,dessert,-154원,친구 만남
2026/02,other, FOOD , 35 ,저녁 #2
20250309,allowance, transport ,158원,병원 urgent
2025.09.23,payback,fashion,79원,월급 확인필요
2026.02.08, Income ,hotel,229만 원,교통비 환불건
01/19/2025,spend,meal,-236원,여행 준비
08/01/2024,spend, netflix ,138000,
2024년09월03일,payback,gift,-149원,온라인 주문 카드
2025-08,refund,PHARMACY,63천원,출장 카드
2025-05-29,수입,Cafe,84원,
20250507, Income ,medical,abc123,
20250219,salary,flight, 141 ,
2026년04월21일, Income ,shop,104원,수업 memo
2024-01,??, gift ,7천원,친구 만남 memo
2025.08.02,allowance,coffee,33원,not_available
2024.08.25,refund,Salary,약 만원,친구 만남 #2
2024년11월10일, Income ,present,약 245만,온라인 주문 확인필요
2024.12.07,refund,online shopping,2원,출장
2026-01,용돈,monthly pay, 71 ,교통비 #8
2026/03/03,refund,concert,17000,교통비 #6
2025-06-07,출금,lunch,57000,교통비 환불건
2024/10,지출,mall,약 180만,여행 준비
2025/12,buy, mart , 222 ,카페 urgent
11/06/2025,payback,Salary,,마트 장보기 현금
20250922, Expense ,mall,26천원,월세
2025년05월24일,출금,present,242원,게임 결제
2024/05,payment,lunch,197000,여행 준비
2025.10.10,salary,Salary,28천원,마트 장보기 #1
08/09/2025, Expense ,clinic, 99 ,수업
2025년07월17일,bonus,Food,-,월급 #7
2024-10-05, Expense ,starbucks, 235 ,출장 카드
2024-10-15,spend,Food,56원,친구 만남 확인필요
2026/99/99, Expense ,pharmacy,229.2,수업
2025-07-11, Expense ,pet123,245.3,여행 준비 카드
2024-06-08,bonus,groceries,-125원,병원
2025/05/07, Expense ,clinic,26만 원,점심 urgent
2025-11-16,수입,,12..3,여행 준비 환불건
2024년03월17일,,electricity,49만 원,친구 만남 환불건
2024/04,입금,course,십만원,카페 memo
2024/02,출금,STUDY,209000,게임 결제
2026-02-30,용돈,medical,158000,수업 현금
2025년08월06일,unknown,train,170.3,마트 장보기
2026/01/11,출금,tour,67천원,
not_available,salary,cafe,약 166만,저녁 환불건
2024-04-15,allowance,transport,-206원,점심 확인필요
2025/05/28,refund,coffee,73원,환불 #9
09/12/2025,salary,birthday gift123,30000,월급 memo
2026-04,용돈,lecture,-2원,기념일 카드
2025.09,expense,transport,십만원,여행 준비 urgent
2026/99/99,buy,pet,121만 원,환불
20251018,payment,latte, 165 ,
20250420, Expense ,meal, 232 ,카페 현금
2024-11,지출,internet,6만 원,점심 현금
2025-08-03,지출,VET,not_available,카페 환불건
2025.01, Expense ,bakery, 108 ,
2025-07-19,bonus,uber,158만 원,마트 장보기 urgent
2025.05.25,income,present123,65원,not_available
not_available,buy,congrats,102만 원,월세 현금
2025.01.28,출금,shop,무료,여행 준비 memo
2024/08/15,수입,lecture,not_available,수업
2025/12/07, Expense , coffee ,,교통비 memo
2025.08.27,출금,salary,210000,
2024.08.24,spend,HOTEL,108원,카페 #4
2024.08, Expense ,food, 149 ,교통비 확인필요
11/24/2025, Expense ,clothes,187천원,환불
2026-03,payment,Cafe,120천원,마트 장보기 확인필요
01/21/2026,used,gift,91000,친구 만남 환불건
2025/03,payback,monthly pay,33원,여행 준비 카드
2026-02-30,입금,COFFEE,abc123,월세 확인필요
2025/05,bonus, bakery ,40원,마트 장보기 memo
2025/05/24,refund,CAFE,63천원,환불
2024/09,수입,hobby!!,약 194만,출장 확인필요
2024-03,buy,lunch,"1,2,3",수업 urgent
2025년03월31일,지출,bakery,242000,게임 결제 확인필요
2026/02,출금,,43000,기념일
2025.10.02,allowance,gas,86.2,수업 환불건
2025.12,bonus,medical,176.2,
2024/11,지출,course,127천원,점심 memo
2026.01,buy,,118원,환불 urgent
2025.11.27,payment,present, 179 ,병원 확인필요
2025-03-31,allowance,present,207만 원,환불
20240220,salary,hotel,53000,월세
2025.06.05,expnse,pay,179000,
11/24/2025,spend,DOG FOOD,235천원,월급
2025/01/13,??,tour,20원,게임 결제 카드
2025-12-26,expense,,16000,병원 카드
2025년12월04일,payment,,123000,출장 현금
2024/04,지출,salary,141000,
2024.02.08, Expense ,taxi,,병원 카드
2024/04/25,used,netflix,134000,게임 결제 memo
20241206,bonus,BIRTHDAY GIFT,84천원,기념일 #4
20250830,refund, present ,180천원,여행 준비 urgent
20250314,payment,TRIP,88000,게임 결제 확인필요
2026년04월10일, Income ,tour,33.5,카페 카드
2024-07-14,used,gift,58만 원,게임 결제 환불건
2026/02/03,수입,shop,약 130만,저녁 환불건
2024/05/29,refund,utility,126000,게임 결제 환불건
,출금, vet ,157천원,월세 urgent
,출금,,5만 원,마트 장보기 확인필요
2025년01월08일,payment,course,195000,월세 memo
2025년05월04일, Expense ,tour,-,
2024/02/14,refund,RESTAURANT,144만 원,월세 현금
2025년07월23일,salary,present,154000,친구 만남 확인필요
20251228,expnse,mall,무료,
2025.05.21,출금, coffee ,68.9,게임 결제 urgent
31/31/2026,refund,MONTHLY PAY,192천원,
not_available,지출,trip,약 만원,출장 memo
2025년11월02일,bonus,HOSPITAL,not_available,카페 카드
2024-04-26,spend,pet,243000,여행 준비 현금
2025-10-01,payment,mall,23000,점심
2024/05,지출,cat snack,-66원,카페
2026/99/99,payment,PRESENT,약 128만,마트 장보기
05/07/2024,allowance,pay,-8원,수업
2025/05,buy,taxi,140만 원,친구 만남
2025.02.15,buy,pay,3만 원,병원 확인필요
2024.11.28,입금,birthday gift,십만원,여행 준비
2024.12,buy,fuel,무료,점심
12/28/2025,용돈,flight,49만 원,기념일 memo
20250701, Expense ,internet,약 만원,not_available
07/07/2024,refund,income bonus,164천원,
2024.01.18,expense,present,약 만원,저녁 urgent
2026-02-11,입금, coffee !!,155000,병원
abcd,expense,utility,109원,기념일 환불건
01/22/2026,expnse,movie,79천원,수업 urgent
abcd,used,water bill123,66000,
20250315,expnse,internet,69만 원,카페 카드
2025.10.07,used,bonus,8.7,점심 현금
2024/06,payment,congrats,187천원,저녁
03/20/2026,income,gift,103천원,not_available
2024.10.14,incomee,cafe, 235 ,여행 준비 memo
2025-12-03,income,latte,91원,점심 memo
2026-13-40,unknown,mall,119만 원,카페 환불건
2026-02, Income ,latte,223원,온라인 주문 카드
2025/11,incomee,food,136000,마트 장보기
2026/02,incomee,gift,21천원,기념일 #6
2025-12-16,,Cafe,114000,
2024-03,지출,study123,"1,2,3",
20240501,expnse,cafe,109만 원,
2024-09-03,payment,cat snack,약 127만,not_available
20250922,refund,netflix!!,243원,카페 카드
02/09/2024, Expense ,PRESENT,209000,not_available
2025.07.20,payment,shop,114천원,월급 urgent
02/05/2026,payment,dog food,227만 원,저녁 현금
2024/05/01,allowance,bus,155원,친구 만남 #8
2025/06/05,buy,food,210만 원,카페 현금
2026-03,used,salary,145만 원,not_available
2024/12/20,bonus,CLOTHES,46원,카페 환불건
2024년02월05일,spend, FOOD ,-116원,
02/18/2024,bonus,event gift,18만 원,수업 카드
not_available,buy,food,63000,마트 장보기
2026-13-40,buy, COFFEE , 51 ,
20250131,allowance,travel!!, 171 ,카페 현금
2026-02-30,spend,pay,-,월급 환불건
2025/04/12,spend,travel,215만 원,점심 memo
not_available, Expense ,tour,94천원,기념일 확인필요
2025.09.06,used,pay,-177원,환불 #7
2025/02/14,allowance,netflix,96천원,게임 결제
2024년05월23일,spend,,98원,점심
abcd, Income ,Cafe,59원,수업 확인필요
01/28/2024,allowance,gas,238원,카페
2024.08,payment,Cafe,-47원,월급 환불건
2025-01,spend,shopping,38만 원,
20240511,용돈, cafe ,3천원쯤,저녁 memo
20250622,used,vet,??,게임 결제
2025-02,other,restaurant,241.0,여행 준비 #7
abcd, Income ,bonus,-46원,마트 장보기 #7
20250728,입금,lecture,166만 원,교통비
2025-10-20,출금,utility,30천원,수업 #2
,지출,food,15000,마트 장보기 카드
2025년05월30일,allowance,lecture,213원,출장
2026-03,salary,subway,18만 원,온라인 주문 확인필요
2024.04.18,출금,medical!!,92000,온라인 주문 #6
abcd,income,groceries,189000,not_available
12/13/2025,입금,starbucks,3천원쯤,월급 환불건
2024-07, Expense ,BUS,247만 원,점심
2025년11월03일,expense, tuition , 44 ,카페 확인필요
2024.09.08,출금,Food,십만원,온라인 주문
2024년10월13일,지출,uber,약 229만,수업 memo
2024-10-07,spend,bonus,181원,not_available
2025.10.13,payback,pet,99.1,
2025-01,buy,DOG FOOD,62천원,수업
2024년08월27일, Expense ,Food,194000,카페
2025.10.08,allowance,,207000,카페 #5
20240414,입금,restaurant,208000,교통비 현금
2025-07,용돈,shopping,-250원,기념일 환불건
2024년01월09일,출금,latte,121천원,
20260401,expense,,244천원,병원 카드
2025.03,spend, monthly pay , 219 ,수업
2025.09,unknown,trip,약 244만,여행 준비 환불건
2025/03,expense,restaurant, 6 ,온라인 주문 #3
2024-07,출금,shopping,72000,수업 현금
2024.08,income,congrats,112원,교통비 환불건
2024.02.04,bonus,tour,-45원,친구 만남 #7
2024년10월21일,출금,medical,57원,not_available
31/31/2026,수입, train ,167000,기념일 환불건
2025/06,expense,concert,무료,마트 장보기 #5
2024/09,출금, course ,??,수업 환불건
2026-01-30,payment,,119.2,병원 확인필요
2024-11-16,used,electricity,157000,마트 장보기 memo
2024년12월28일,used,clinic,143천원,
2024.01,지출,fuel,20000,출장 현금
2026-03-18,expense,shopping, 92 ,온라인 주문 #6
2026-03,출금,shop,약 34만,not_available
2025-11-18,expense,eatout,무료,기념일
2026-02-30,출금,hospital,82만 원,온라인 주문 확인필요
2026-02-30,용돈,restaurant,131천원,
2026/01,allowance,cafe,95천원,점심 현금
2026-02-30,bonus, FOOD ,109.0,카페 확인필요
2024/06/08,payback,restaurant,abc123,출장 현금
2024.09,지출,bonus,1000,점심 #3
2025년05월07일, Expense ,event gift,222천원,출장
2024-07-11,수입,fashion,21000,기념일
2025-09,입금,pharmacy,250원,병원 memo
2024/04,buy,Cafe,약 196만,
2026-02-22,payment,pharmacy, 33 ,교통비 현금
2025.08,payment,hospital,40천원,친구 만남 확인필요
2026-13-40,payback,travel,10000,월세 카드
2026-02-30,income,event gift,-170원,수업 urgent
2024/11/06,buy, FOOD ,232만 원,마트 장보기 현금
2026/04/02, Income ,netflix,not_available,환불 urgent
2026/01/27,refund, subway ,abc123,교통비 현금
2025.01.25,bonus,income bonus,191원,기념일
2025.07,bonus,food,234.8,환불 #5
2024.05.05, Expense ,cafe,약 227만,환불 확인필요
abcd,수입,trip123,92.7,병원
01/24/2024,지출,congrats!!,"1,2,3",수업 #3
20250518,used,concert,158만 원,저녁
2024-05-21, Expense ,lecture,-124원,친구 만남 #1
2024-07,salary,cat snack, 244 ,월급 환불건
2026-01-18,??,coffee, 246 ,여행 준비
2025.02,수입,gas,198천원,환불 memo
20251109,buy,cafe,무료,저녁 카드
20250313,출금,monthly pay,"1,2,3",카페 urgent
2025-08,used,meal,241천원,여행 준비 카드
05/15/2025,used,hospital,135천원,수업 memo
2026/02/05,used,mall123,202000,수업
20250327,payment,hospital,189만 원,병원
2026-02-30,용돈, coffee ,135000,마트 장보기 환불건
2025-07-20,spend,gift,224만 원,
2026-13-40,salary,dinner,62천원,게임 결제 memo
2024/10,지출,DESSERT,125.6,환불 memo
02/08/2025, Expense ,present,90천원,환불 memo
2024/06/23,지출,lecture123,abc123,환불
03/02/2025,입금,monthly pay,102원,점심 memo
31/31/2026, Expense ,groceries,40만 원,마트 장보기 memo
2024/04,수 익,taxi,170만 원,기념일 memo
2024.02,payback,uber,-164원,게임 결제
2025.02.24,expnse,uber,14천원,마트 장보기 memo
2025.08,expense,Food,119천원,온라인 주문
11/06/2025,used,clothes,103000,게임 결제
2024-12,지출,trip,90만 원,기념일 현금
2025-05,unknown, salary ,-136원,출장
01/29/2026,spend,lunch,250천원,게임 결제 #8
20240507,payback,restaurant,73천원,not_available
2024/07, Income ,transport,,not_available
08/09/2025,used,birthdaygift, 81 ,월급 현금
20240830,출금,present,110천원,기념일 현금
2025-05-15,buy,starbucks,-60원,점심 urgent
2025.09,other,congrats,104.3,수업
20241001,??,hospital,-59원,기념일
20240126,payback,event gift!!,208만 원,친구 만남 카드
2025/06, Expense , coffee ,43원,교통비
2025.08,buy,cat snack,82천원,병원 #6
2025-12, Income ,restaurant,179000,출장
2024-05-27,수입,taxi,110만 원,온라인 주문
